text,is_subjective
"cenderung menumpuk terlalu banyak ""masalah serius"" pada suatu waktu, namun tetap cukup ringan, selalu menghibur, dan ditulis dengan cerdas.",1
pemain ansambel yang hebat tidak dapat mengangkat usaha yang menyentuh hati ini dari hal yang biasa.,1
"materinya sangat menarik, implikasi dari putusan ""oleh marlowe"" benar-benar menggemparkan.",1
"untuk melepaskan diri dari rentenir, dia harus menyelesaikan novelnya dalam 30 hari atau mati.",0
mengawinkan sifat amatir proyek penyihir blair dengan seri 7 yang tidak logis: para pesaing untuk membuat film yang benar-benar kasar dan mudah dilupakan.,1
"Tak seorang pun ketinggalan, Munnabhai juga mengikuti mereka dan semua rahasia terungkap ketika dokter mengetahui tentang perselingkuhan Raja dan Komal serta niat Munnabhai.",0
"seminggu kemudian, jash menghubungi polisi, bukan meminta uang tebusan tapi meminta pensiunan inspektur polisi mo untuk menjadi kontak polisinya.",0
"Pernikahan Nete mulai terurai, kondisi ayahnya memburuk lagi dan dirawat di rumah sakit, di mana kematian datang.",0
"ketika Tuan. hundert memberi tahu kami dalam narasinya bahwa 'ini adalah cerita tanpa kejutan,' kami mengangguk setuju.",1
j&#243 ; hann adalah pemilik wisma berusia 30 tahun yang terisolasi dari dunia luar setelah kematian ayahnya.,0
"ritchie mungkin tidak punya pemikiran baru di kepalanya, tapi dia tahu cara berpose Madonna.",1
"Chomsky, dengan tegas dan tanpa kompromi, menantang Amerika Serikat untuk menerapkan standar moral yang dituntut negara lain dalam tindakannya sendiri.",0
"film ini sesuai dengan apa yang dianggap sebagai premis kembar dalam buku tersebut -- bahwa kita menjadi diri kita sendiri berkat orang tua kita, namun kita tidak tahu siapa mereka pada usia kita; dan waktu adalah komoditas yang cepat berlalu dan berharga, berapa pun usia Anda.",1
"tapi ketika asisten labnya, seekor monyet bernama jojo, secara tidak sengaja menyebabkan penambahan bahan kimia x ke dalam campuran, sang profesor mendapatkan bukan hanya satu tapi 3 gadis kecil yang sempurna dan kuat.",0
"saat akhir pekan yang aneh ini berlangsung, kita melihat apa yang harus dilakukan Adam untuk menjaga kewarasan dan persahabatannya.",0
"namun, terkadang apa yang kita ajarkan kepada anak-anak kita bisa sama mematikannya dengan jika kita tidak mengajari mereka.",0
"beberapa masalah yang bersifat serius adalah kisah histeris hari terakhir perang dunia ke-2, satu kesempatan sial yang didapat dari pesawat tempur corsair, dan orang-orang dusun yang bertekad untuk menerbangkannya.",0
kehadiran hangat zhao benshan membuat pahlawan pembohong yang tidak masuk akal itu menjadi sesuatu yang lebih dari yang seharusnya.,1
"ada ketukan di pintu dan Harry memaksa Mitchell untuk 'menunggu' di lemari, dan tidak bersuara.",0
"jacki (gina gershon), punk rocker seksi dan penyanyi utama band beranggotakan perempuan clamdandy, berada di persimpangan jalan.",0
"kekerasan pada pasangan adalah masalah besar dalam masyarakat masa kini, namun film ini mereduksi tragedi rumah tangga ini menjadi melodrama yang megah.",1
"Meskipun Carrie tidak sepenuhnya bertahan dalam transformasi nadanya dari komedi gelap menjadi film thriller yang menegangkan, ia memiliki cukup pesona dan keunikan karakter yang menarik untuk memaafkan masalah yang masih serius itu.",1
"seorang pria muda aborigin max stuart, dihukum karena pembunuhan berdasarkan bukti-bukti yang diajukan, terhadap mary hattam yang berusia sembilan tahun di dekat ceduna, di pantai selatan australia.",0
"dia menjawab pertanyaan tentang bagaimana dia menjadi ratu kecepatan, salah satu pembunuh sonik, bagaimana kecepatan utama dengan suaminya, lamont, dan kekasihnya, natalie, tumbuh menjadi transaksi, bagaimana transaksi berubah menjadi perampokan, dan perampokan menjadi pembunuhan massal.",0
cinta segitiga tentang anak muda yang mencoba berkomunikasi di dunia di mana komunikasi akan berubah selamanya.,0
"semuanya Bu. Jovovich, sebagai pahlawan wanita yang disucikan, yang harus dia lakukan hanyalah terlihat berseri-seri, memiliki tujuan yang suram, dan sedikit khawatir ketika membuka paksa pintu, memegang kunci pas, dan melarikan diri dari monster.",1
"bukan hanya pengingat bagaimana mereka dulu membuat film, tapi juga bagaimana film itu terkadang masih bisa dibuat.",1
dia juga menghindari remaja putri dangkal yang dia dan teman-temannya temui Micke dan Mario di bar.,0
"saat "" tempat penitipan anak ayah "" mulai populer, hal itu meluncurkan mereka ke dalam persaingan komedi dengan direktur tangguh akademi chapman, ms. harridan ( anjelica huston ) .",0
"cerita ini terjadi sepanjang hari, ketika pasangan berkumpul untuk makan, minum, dan mandi air panas di sore hari.",0
hidup di rez bukanlah piknik: gambar ini menunjukkan alasannya.,1
"film ini adalah meditasi tentang rasa cinta dan iri hati yang selalu dirasakan Rusia terhadap Eropa, dan saya tidak akan berpura-pura mendapatkan lebih dari 30 persen dari apa yang terjadi.",1
"sekarang, bertahun-tahun kemudian matt pergi untuk akhir pekan bersama pacar barunya, Dawn.",0
"Meskipun bukan merupakan potret keruntuhan seorang wanita muda, namun film ini menimbulkan beberapa ketakutan.",1
apa yang akhirnya Anda dapatkan adalah batas vertikal film selancar - aksi yang berkesan dengan banyak waktu henti di antaranya.,1
"kalender mereka menjadi sensasi di seluruh dunia, bahkan melebihi penjualan britney spears dan cindy crawford.",0
apa yang mungkin tampak sebagai kegilaan yang lucu di tangan Woody Allen atau Mel Brooks (setidaknya selama masa kejayaan mereka di tahun 70an) terlihat membosankan dan mahasiswa tingkat dua dalam fitur debut indie ini.,1
"Tak pernah menyerah berjuang untuk memenangkan perang, McNamara diam-diam merencanakan, menunggu saat untuk menyerang balik musuh.",0
"hiasan lezatdatang lebih awal dan tetap terlambat, mengisi hampir setiap menitdengan cahaya riang, beberapa kekek kurang ajar, dan dosis luar biasa dari kemampuan pembebasan umat manusia untuk menang atas satu atau dua orang kikir.",1
"Bagi Oscar, Diane agak mengganggu, karena pengejarannya yang terus menerus terhadap Hawa menghasilkan resolusi yang tidak terduga.",0
"pada akhirnya, jane menyadari tempatnya sebagai seorang gadis, melunak dan kehilangan beberapa intensitas yang membuatnya menjadi karakter yang menarik sejak awal.",1
"selama berbulan-bulan melakukan perbaikan di studio, mereka mengubah warisan holocaust yang menghantui menjadi sebuah karya teater yang mengganggu.",0
hidangan pembuka yang menyenangkan dalam tradisi film makanan.,1
"filmnya amatiran, tapi itu hanya suguhan kecil.",1
"saat Debby mencoba mempertaruhkan apa yang pada dasarnya hanyalah sebuah hubungan asmara biasa dengan kemungkinan pernikahan dengan rick yang acuh tak acuh, ibunya Virginia bertanya-tanya apakah perselingkuhannya dengan duda Nick adalah hal yang nyata.",0
"seperti carlos dan mickey, sean dan eddie adalah teman baik.",0
raimi menciptakan pahlawan rumit yang merupakan bantuan dari persembahan dua dimensi yang biasa.,1
"Saat itu tahun 1492, dan Spanyol telah menetapkan bahwa semua orang Yahudi harus masuk Katolik, mengasingkan diri, atau diadili dan dieksekusi.",0
"salah satu film kucing-dan-tikus terbaik yang pernah ada, leo sangat bersenang-senang dalam perannya.",1
mereka yang berusia 24 tahun ke bawah yang mencari caddyshack untuk diadopsi sebagai penanda generasi mungkin harus terus mencari.,1
"Meski melodramatis dan mudah ditebak, komedi romantis ini mengeksplorasi persahabatan antara lima orang Filipina-Amerika dan upaya panik mereka untuk menemukan cinta.",1
"jauh dari surga adalah sebuah prestasi konseptual yang memukau, namun lebih dari itu, ini adalah sebuah karya drama yang memikat.",1
"terlalu keras , terlalu panjang dan terlalu panik setengahnya , die another day menunjukkan bahwa waralaba obligasi telah menemui tembok kreatif yang 007 tidak dapat terbang di atas , terowongan di bawah atau melewatinya .",1
"jika ada vaksinasi flu untuk kesedihan, itu mungkin datang dalam bentuk sanjungan untuk kesepian dan cinta yang kembali.",1
"humornya tidak begitu tajam, efeknya tidak seinovatif itu, dan ceritanya pun tidak imajinatif seperti aslinya. tapi itu bisa saja lebih buruk.",1
"lebih biru dari Atlantik dan lebih rinci secara biologis daripada otopsi, filmnya. . . juga sering kali lucu.",1
"kadang-kadang sedikit mengecewakan dan sedikit terlalu dramatis, tetapi ini adalah film yang indah untuk orang-orang yang menyukai romansa mereka yang memiliki realisme Prancis.",1
"benar-benar seorang intelektual, igby adalah seorang holden caulfield modern, dan dunia tempat dia tinggal jauh dari standar ekspektasi tinggi yang dia pegang terhadapnya.",0
"agak kabur, tetapi kinerja Kinnear sangat tajam.",1
Novak berhasil menangkap alur komedi hitam yang sangat lucu dalam situasi dengan pemeran non-aktornya dan pendekatan yang berpasir dan tanpa anggaran.,1
"setelah dia dicampakkan pada hari valentine oleh mallory, pacarnya selama tiga tahun, charlie mendapati dirinya terobsesi dan tidak dapat menjalani kehidupan normal tanpanya.",0
"[t]fabel Belgianya yang memesona, yang sangat lucu dan film kecilnya yang halus, berisi beberapa hal yang menyentuh untuk dikatakan tentang apa yang penting dalam hidup dan alasannya.",1
penuh dengan klise gila dan terlalu banyak dialog.,1
tam&#225 ; s adalah sutradara klip video dan iklan muda yang berbasis di Budapest yang bercita-cita menyutradarai film fitur pertamanya dengan judul 'kota yang bersalah'.,0
"sekarang, semua mutan harus bertarung bersama melawan musuh yang sama: jenderal william stryker, yang berencana menghancurkan mereka semua.",0
"Sementara ""Wanita Sejati Memiliki Lekuk Tubuh"" memiliki skenario yang jelas dan sederhana, namun film ini terlihat cemerlang dan berakting dengan baik.",1
"ceritanya tentang seorang wanita yang bekerja di suatu fasilitas dan suatu malam ketika dia sedang shift malam, komputernya menjadi gila karena dirasuki roh.",0
telah memperhatikan situasi dengan serius dan satuan tugas khusus dikirim ke hutan untuk menangani masalah naxal.,0
"meskipun para bos membunuh ayahnya, dia setia kepada mereka dan dianggap sebagai keluarga.",0
"Terlepas dari semua hiasannya yang menyedihkan, sekretaris adalah kisah romantis ramah yang mempertahankan nada yang sangat ringan di seluruh bagiannya, meskipun beberapa penulisnya secara sporadis terjun ke dalam aliran freudianisme pop.",1
"setelah pembunuhan istri tercintanya, Danny Parker (Val Kilmer) terapung di dunia dimana tidak ada yang seperti kelihatannya.",0
"Bobby dan Susan telah menemukan satu sama lain apa yang paling hanya diimpikan oleh kebanyakan orang, yaitu belahan jiwa mereka.",0
meskipun ada kekurangannya. . . Belinsky masih mampu menciptakan cerita menarik yang membuat Anda terus menebak-nebak hampir di setiap kesempatan.,1
film ini bercerita tentang kesedihan yang dapat membawa seseorang melintasi abad-abad.,1
"perbedaan memicu minat, ketika charly menemukan kedalaman idealisme sam dan sam mencari semangat joie de vivre charly.",0
"film ""mnemosyne"" didasarkan pada puisi kuno ""guntur, pikiran sempurna"", sebuah perjalanan visual umat manusia, menjelajahi tempat-tempat yang pernah kita kunjungi dan menjadi apa kita nantinya.",0
john connor (nick stahl) hidup di jalanan sebagai seorang hacker.,0
"sedikit, tapi penuh warna dan bergerak maju. . . wasabi memiliki semangat nakal dan hati seperti film anjing berbulu lebat yang bertujuan untuk menyenangkan pemiliknya, tidak lebih, tidak kurang.",1
"sebuah film yang memikat dan lucu yang terus-menerus menggagalkan keinginan kita untuk mengetahui 'kebenaran' tentang pria ini, sambil mendekonstruksi format biografinya sedemikian rupa sehingga Derrida pasti akan memberikan restunya.",1
"Sepertinya ini adalah kesempatan sempurna bagi Kilo untuk kembali ke keluarganya, namun pekerjaan ini membawa dunia yang penuh masalah bagi Kilo setelah dia dibebaskan.",0
Yang menambah situasi adalah badai mematikan yang melanda pulau itu.,0
evans adalah pendongeng yang cakap sehingga Anda menyukainya meskipun dia tidak terlalu disukai.,1
"potret cerdik, turunan, dan sangat mengerikan dari seorang sosiopat London yang paling sadis.",1
"anak panah itu punya rahasia, mereka abadi. mereka",0
"untuk semua dugaan api masa mudanya, xxx tidak kalah tunduknya pada formula senjata, gadis, dan gadget Bond yang lelah sambil mengacungkan pahlawan aksi baru.",1
"Harry, ternyata, adalah orang yang berlidah parsel.",0
"pencarian sepatu yang lucu dimulai, saat dia mengikuti jejak melalui jalan-jalan Havana yang ramai, bertemu dengan karakter unik dan penuh warna yang menghadirkan impian viva zapato dan dolore.",0
"loss adalah film pidato untuk enam petugas pemadam kebakaran yang tewas dalam runtuhnya pusat perdagangan dunia, 11 September 2001.",0
bagi carlos - yang ditantang oleh mentornya untuk mengolah kembali komik dangkal menjadi sesuatu yang mendalam dan bermakna - menjalankan toko adalah hal terakhir yang ada dalam pikirannya.,0
"yang terbaik dari semuanya adalah Garcia, yang dengan sempurna menggambarkan keputusasaan seorang pria yang sangat tidak percaya diri.",1
Anak laki-laki itu terkejut ketika dia mengetahui bahwa pekerjaan itu melibatkan memata-matai istri Sharad.,0
"film ini dipasang dengan indah, namun, yang lebih penting, isu-isu disajikan secara halus, berhasil melewati garis tipis berkenaan dengan pertanyaan tentang kegilaan Joan.",1
"memberi Anda denyut kehidupan yang stabil di kota yang indah dilihat dari sudut pandang seorang karakter yang, meskipun mengalami kehilangan yang tragis dan semakin tua, ia tahu betul bahwa ia adalah salah satu pria paling beruntung yang masih hidup.",1
"kita berpartisipasi dalam dunia yang penuh dengan kegembiraan, kebencian, cinta dan rasisme.",0
"dia harus berangkat untuk mencarikannya obat yang akan membantu mengatasi penyakitnya tetapi mendapati dirinya dalam kesulitan di mana dia menghadapi masalah, kejahatan dan tentu saja cinta.",0
"dr. akash sinha adalah seorang ahli bedah saraf yang disegani, yang juga tidak kalah mengabdi pada profesionalnya dibandingkan ayahnya.",0
"Sementara Philippa tidak ingin menghindari keadilan yang pantas diterimanya atas empat kematian tak berdosa, Filippo mengetahui bahwa dia jatuh cinta pada wanita cantik itu.",0
"Selain fakta bahwa ia masih tidak disukai oleh Profesor Snape (Alan Rickman) dan dibenci oleh Draco Malfoy (Tom Felton), Harry memulai awal yang baik dengan dua sahabatnya, Ron Weasly (Rupert Grint) dan Hermione Granger (Emma Watson). ), dan penulis terkenal Gilderoy Lockhart (Kenneth Branagh) telah bergabung dengan staf Hogwarts dan merupakan pertahanan baru melawan guru ilmu hitam.",0
kilau adalah tampilan yang sangat lucu dan seksi pada cinta tak berbalas.,0
Salah satu pengalaman menonton film paling menyedihkan yang dapat saya pikirkan adalah menonton sekitar 90 menit dari apa yang disebut 'komedi' dan tidak tertawa satu kali pun.,1
. . . menangkap rasa sakit dan keputusasaan akibat ketidakberdayaan dan penghinaan remaja dengan keintiman yang kuat. . .,1
"apa yang tersisa, bahkan setelah perbuatan paling buruk dilakukan, adalah kesedihan luar biasa yang terasa seolah-olah telah memasuki aliran darah Anda.",1
"bahkan jika Anda merasa sudah menonton film ini ribuan kali sebelumnya, film ini tetap menyenangkan terutama karena sifat belushi yang santai dan menyenangkan.",1
