teks,is_left,is_center,is_right,is_biased
"Mungkin penolakan dari Pentagon akan meningkatkan dampak politik, namun jika anggota Partai Republik di Kongres tidak mau memutuskan hubungan dengan presiden, maka dia mungkin akan mampu menciptakan pembantaian yang diinginkannya tanpa terlalu banyak kesulitan.",1,0,0,1
"Meskipun sangat jelas bahwa Trump memang memiliki pendukung yang rasis (yang secara mencurigakan ia enggan untuk mengutuknya), banyak yang berpendapat bahwa Trumpisme itu sendiri bukanlah rasis, namun hanyalah reaksi yang dibenarkan terhadap dukungan rasis kaum Kiri.",0,0,1,1
"Dalam upaya nyata untuk mengalihkan perhatian dari upaya Gedung Putih yang tidak bersemangat dalam melawan pandemi COVID-19 dan pendekatan yang tidak bernada terhadap ketidakadilan rasial, Presiden Donald Trump telah memasuki salah satu dari sekian banyak masalah di mana ia tampaknya yang pertama kali berbicara dan merenung. Nanti.",1,0,0,1
Amazon pertama kali menolak menerbitkan buku yang skeptis terhadap narasi arus utama mengenai novel virus corona Wuhan sambil terus mempromosikan karya-karya kaum anarkis dan Adolf Hitler.,0,0,1,1
"Setahun setelah gelombang Demokrat menyapu sejumlah perempuan dan orang-orang kulit berwarna yang belum pernah terjadi sebelumnya untuk menduduki jabatan yang lebih tinggi di seluruh Amerika, dan pada saat peringkat persetujuan terhadap Trump menurun, perempuan tidak perlu takut untuk mencalonkan perempuan lain untuk mendorong Trump dan mereknya. patriarki berkepala babi keluar dari Ruang Oval.",1,0,0,1
Para pecinta senjata tidak bisa mengakui bahwa mereka menyukai senjata api karena takut pada orang kulit hitam.,1,0,0,1
Media dan kelompok sayap kiri melakukan yang terbaik untuk mengabaikan keragaman ras dari kelompok bersenjata lengkap.,0,0,1,1
"Namun kelompok Christian Right merupakan bentuk berbahaya dari agama Kristen yang sangat anti-sains, dan ideologinya sejalan dengan nasionalisme kulit putih dan gerakan kebenaran virus corona.",1,0,0,1
"Trump kembali membuat perbandingan yang menyesatkan antara virus corona dan flu musiman, dengan mengatakan kepada para pendukungnya bahwa ""rata-rata 35.000 orang meninggal karena flu setiap tahunnya, itu jumlah yang banyak.""",1,0,0,1
"Pemerintahan Obama dan kemudian pemerintahan Trump mendukung pemerintahan yang represif dan korup setelah penggulingan Zelaya, memberikan lampu hijau terhadap pembunuhan terhadap para pembangkang dan jurnalis, perdagangan narkoba yang terkait dengan pemerintah, dan meningkatnya kejahatan.",1,0,0,1
"Ocasio-Cortez menggunakan siklus berita akhir pekan ini untuk terus menyoroti dampak buruk dari kesenjangan kekayaan, dan untuk menarik perhatian pada perbaikan kebijakan yang serius untuk mengatasi masalah tersebut.",1,0,0,1
Kehancuran kelas menengah menghancurkan demokrasi dan membuka jalan bagi pemerintahan otoriter.,1,0,0,1
Media yang dikelola pemerintah Tiongkok dengan cepat memanfaatkan obsesi rekan-rekan mereka di Amerika pada akhir pekan dengan menghubungkan Presiden Donald Trump dengan “nasionalisme kulit putih”,0,0,1,1
Presiden Donald Trump telah memilih senjata favoritnya untuk melawan dampak ekonomi akibat virus corona: penghapusan “pajak gaji” atas pendapatan kotor pekerja yang digunakan untuk mendanai program pensiun nasional.,0,1,0,1
"Daerah-daerah tersebut selama bertahun-tahun telah dilanda kekerasan bersenjata dan terkait geng, termasuk Englewood dan West Garfield Park.",0,0,1,1
"Tidak mengherankan jika laki-laki secara biologis menghancurkan rekor perempuan karena laki-laki secara fisiologis lebih kuat daripada perempuan, memiliki lebih banyak massa otot dan kepadatan tulang yang lebih tinggi.",0,0,1,1
"Secara konsisten, Trump telah memberi makan mesin misinformasi sayap kanan yang mengancam dengan berulang kali menegaskan bahwa virus ini “akan hilang.” Dia secara sistematis telah meremehkan ilmuwan-ilmuwan terkemukanya dan kini mengabaikan mereka sama sekali.",1,0,0,1
Pembawa acara MSNBC Katy Tur pada hari Rabu dengan berani menyatakan bahwa “hampir tidak ada kelas menengah” di Amerika.,0,0,1,1
"Perang AS-Saudi di Yaman, perang berdarah yang dilanjutkan Trump, meskipun ada keberatan dari kongres bipartisan, telah menimbulkan krisis kemanusiaan terburuk di dunia, dan semakin jauh dari kesuksesan.",1,0,0,1
"Sejak awal, Biden telah memanfaatkan kepemimpinan presiden kulit hitam pertama Amerika dan mengandalkan pencapaian pemerintahannya terkait Obamacare, hubungan ras, pembatasan senjata, dan perubahan iklim.",0,0,1,1
Senator Bernie Sanders pada hari Selasa mengumumkan pajak besar-besaran terhadap orang-orang terkaya Amerika yang bertujuan untuk mengurangi kesenjangan pendapatan – yang merupakan tema utama kampanyenya – dan setidaknya mulai membiayai biaya yang mahal untuk berbagai program pemerintah yang dijalani calon presiden dari Partai Demokrat. melamar.,0,0,1,1
Partai Demokrat memblokir paket virus corona pada hari Minggu yang akan memberikan bantuan ekonomi kepada dunia usaha dan warga Amerika yang terkena dampak wabah virus corona,0,0,1,1
Serangan paling keras terhadap Trump dan tindakan militer terhadap warga sipil dilancarkan di The Atlantic pada hari Rabu oleh mantan Menteri Pertahanan dan pensiunan jenderal Korps Marinir Jim Mattis. Dia memuji para pengunjuk rasa damai yang berupaya demi masa depan yang lebih baik.,1,0,0,1
"Lebih dari 70.000 perempuan di Jerman telah menjadi sasaran mutilasi alat kelamin perempuan (female genital mutilation/FGM), dan 17.000 gadis muda lainnya berisiko mengalami prosedur biadab yang dilakukan terhadap mereka.",0,0,1,1
"Partai Demokrat yang marah bersumpah untuk mengajukan banding atas keputusan hakim federal yang dapat membatalkan undang-undang layanan kesehatan AS yang dikenal sebagai Obamacare, dan mengatakan pada hari Sabtu bahwa mereka akan menggunakan kekuasaan baru mereka di Kongres untuk meminta pertanggungjawaban Partai Republik dan “mengungkapkan kebohongan mereka.”",0,0,1,1
"Namun jangan salah: Meskipun mendapat perhatian positif dari banyak media, usulan kebijakan radikal sayap kiri Ocasio-Cortez dan ideologi sosialisnya menghadirkan ancaman signifikan terhadap perekonomian Amerika dan komitmen lama Amerika terhadap kebebasan individu.",0,0,1,1
"Namun karena terburu-buru melakukan serangan terhadap kaum liberal, Swoyer melewatkan kisah nyata tentang potongan rambut Alexandria Ocasio-Cortez yang mahal: “pajak perempuan” yang mencolok dan berbeda-beda yang harus dibayar oleh perempuan yang berkuasa untuk mencapai dan mempertahankan kekuasaan mereka.",1,0,0,1
"Dan sementara beberapa dari anggota yang lebih kartun ini masih berada di Capitol Hill, kita kadang-kadang diingatkan tentang penyerahan kekuasaan kepada generasi baru anggota parlemen yang sama-sama sulit untuk dianggap serius.",1,0,0,1
"Ini adalah masa keemasan perempuan dalam sains, teknologi, teknik, dan matematika.",1,0,0,1
"Para penganut paham virus corona secara bodoh percaya bahwa media arus utama, Partai Demokrat, kaum liberal, kaum progresif, dan kaum konservatif Never Trump telah membesar-besarkan ancaman COVID-19.",1,0,0,1
"Namun, sains tidak pernah menjadi kekuatan bagi kelompok Kanan Kristen atau nasionalis kulit putih. Mereka sangat anti-sains, itulah sebabnya mereka sangat membenci siapa pun yang memberikan informasi akurat mengenai pandemi ini – baik itu Dr. Fauci atau reporter di CNN dan MSNBC.",1,0,0,1
"Bukan masalah besar jika seorang aktivis pro-Trump yang eksentrik dengan kikuk menggunakan analogi yang buruk dalam pidato lokal. Namun, analoginya cukup buruk sehingga hal itu tidak boleh muncul di akun Twitter presiden.",0,0,1,1
"RUU Partai Demokrat merupakan hadiah besar bagi Silicon Valley, donor teknologi, dan banyak perusahaan Fortune 500 di industri perbankan dan asuransi yang telah menggantikan lulusan Amerika mereka dengan blok pekerja impor asal India dan Tiongkok.",0,0,1,1
"Kunjungan dua hari Presiden Trump ke India berubah menjadi nyata pada hari Selasa setelah dibuka dengan penuh kemegahan dan arak-arakan, namun hanya sedikit pencapaian nyata yang diharapkan dari kunjungan tersebut.",0,0,1,1
"Angka-angka baru dari Gallup adalah pemandangan yang tidak disukai oleh Partai Demokrat setelah memulai minggu ini dengan kaukus bencana di Iowa dan sekaligus mengantisipasi pembebasan Trump di Senat. Trump sekarang juga akan memiliki kesempatan untuk menunjukkan dukungan barunya dalam pidatonya pada Selasa malam, sementara Partai Demokrat berada dalam kekacauan.",0,0,1,1
"Memang tidak lazim bagi pemerintahan Trump untuk mengambil sikap tegas terhadap kriminalisasi homoseksualitas, karena Trump – meskipun kampanyenya berjanji bahwa ia akan hidup dan membiarkannya hidup – adalah salah satu presiden yang paling memusuhi LGBTQ dalam politik modern.",1,0,0,1
"Langkah-langkah keamanan sudah diterapkan karena ada kekhawatiran akan terjadi bentrokan antara kelompok-kelompok radikal di Richmond, namun para pejabat Partai Demokrat dan pendukung mereka dalam gerakan pengendalian senjata, serta wartawan media mapan, bekerja keras untuk menggambarkan seluruh demonstrasi senjata tersebut sebagai sebuah pertemuan. ekstremis dan rasis.",0,0,1,1
"Dan sebagai imbalan atas nilai yang telah Anda ciptakan, lapangan kerja yang telah Anda berikan, dan pendapatan pajak yang Anda hasilkan, yang Anda dapatkan hanyalah sekelompok sosialis yang cerewet dan Remoaner cengeng yang menuduh Anda egois, serakah, dan tidak patriotik.",0,0,1,1
"Tedros dan badannya bersikap defensif setelah Presiden Amerika Serikat Donald Trump – donor tunggal terbesar WHO – pekan lalu memerintahkan penghentian pendanaan AS untuk badan tersebut, dengan tuduhan bahwa hal tersebut telah merusak respons awal terhadap wabah tersebut.",1,0,0,1
Stephen Colbert dan Jimmy Kimmel membalas setelah komentar pedas Presiden Donald Trump tentang mereka dan sesama pembawa acara larut malam Jimmy Fallon dan Seth Meyers.,0,1,0,1
"Tidaklah berlebihan untuk mengatakan bahwa semua yang telah dilakukan Trump sejak saat itu adalah upaya yang menyedihkan untuk mengabaikan para pencemooh dan membuktikan bahwa dia bukan #BunkerBoy, tetapi seorang pria bertubuh besar dan tangguh yang akan menghajar Anda tanpa mengeluarkan keringat. Dia akan mendorong dokter Gedung Putih itu untuk berbohong lagi tentang kesehatan Trump, jika itu yang diperlukan.",1,0,0,1
"Sekelompok perwakilan dari denominasi yang secara teologis liberal baru-baru ini mengeluarkan pernyataan menentang nasionalisme Kristen di Amerika, mengklaim bahwa hal tersebut mengancam demokrasi Amerika dan kemampuan komunitas agama kita untuk hidup dalam damai.",0,0,1,1
Petani Iowa menanggung beban terberat dari perang dagang AS dengan Tiongkok karena Donald Trump terus mengancam akan menaikkan tarif impor Tiongkok.,1,0,0,1
"Catatan tersebut, yang penuh dengan bahasa anti-Semit dan memuji supremasi kulit putih, menyebutkan nama pelaku penembakan di Christchurch dan orang yang dituduh menembak mati 11 orang.",1,0,0,1
"Sepanjang masa kepresidenannya, Trump telah menunjukkan kecenderungan untuk melakukan perbaikan cepat dan kebijakan-kebijakan sembrono yang bertujuan untuk memuaskan selera jangka pendek dari pendukungnya, tidak peduli seberapa besar dampak buruknya terhadap kesejahteraan jangka panjang negara tersebut.",1,0,0,1
"Sementara itu, penyebaran propaganda supremasi kulit putih meningkat hampir tiga kali lipat dari tahun 2017 hingga 2018, menurut ADL, yang juga mendokumentasikan peningkatan demonstrasi dan demonstrasi rasis.",1,0,0,1
"Para pendukung pengendalian senjata mengatakan kelompok hak kepemilikan senjata menabur ketakutan selama pandemi ini untuk meningkatkan penjualan senjata api, dan menambahkan bahwa peningkatan kepemilikan senjata selama krisis ini dapat menyebabkan lebih banyak kekerasan dalam rumah tangga.",0,1,0,1
"Namun di balik layar, Trump mendapatkan pengarahan. Pengarahan yang buruk. Hal yang sangat buruk. Manajer kampanyenya sendiri, Brad Parscale, yang dilaporkan menghabiskan gajinya yang besar dari kampanye Trump untuk membeli kondominium, kapal mewah, dan Ferrari, bertemu dengannya dan menunjukkan nomor jajak pendapat internalnya.",1,0,0,1
Partai Demokrat berpandangan sempit jika mereka hanya percaya bahwa menciptakan batasan baru pada kepemilikan senjata akan meningkatkan keselamatan warga Amerika.,0,0,1,1
"Meskipun banyak perempuan, dan laki-laki yang mencintai mereka, sangat menyadari bahwa, didorong oleh Vatikan, Konferensi Waligereja Katolik Amerika Serikat (USCCB) dan apa yang disebut sebagai gerakan kepribadian, Partai Republik bekerja keras untuk menghapuskan hak-hak reproduksi perempuan.",1,0,0,1
"Meminjam dari Hillary Clinton, media sayap kiri Italia telah menyebut mereka yang menghadiri Kongres yang pro-keluarga sebagai “daftar orang-orang yang tercela,” dan menyebut para pendukung pro-kehidupan dan keluarga sebagai “neofasis” dan “homofobia.”",0,0,1,1
"Kaum nasionalis kulit putih juga menyatakan kegembiraannya pada hari Selasa mengenai rencana Trump untuk menggunakan perintah eksekutif untuk mengakhiri “hak kewarganegaraan,” yang secara otomatis memberikan status warga negara kepada siapa pun yang lahir di Amerika Serikat.",1,0,0,1
"Hal ini menimbulkan kekhawatiran bahwa geng-geng dapat mengeksploitasi migran tidak berdokumen yang sudah berada di negara tersebut untuk mendapatkan tenaga kerja murah, sebuah praktik yang sudah mapan namun ilegal yang dikenal sebagai “caporalato” yang oleh seorang pakar PBB disebut sebagai bentuk perbudakan modern.",0,1,0,1
King kemudian membela tweetnya dengan sejumlah pernyataan yang membingungkan dan kontradiktif.,0,0,1,1
"Kecerobohan Senator Ernst menunjukkan betapa sedikitnya dia dan anggota Partai Republik lainnya memikirkan nenek dan kakek, ayah dan ibu, serta pekerja pria dan wanita yang bekerja keras untuk membayar pajak dan menafkahi keluarga mereka.",1,0,0,1
"Pada hari Jumat, Trump mengklaim bahwa dia telah mencapai kesepakatan imigrasi pada menit-menit terakhir dengan Meksiko, yang berarti dia tidak lagi harus mengenakan tarif yang telah dia ancam, yang merupakan bagian dari kebijakan perbatasan selatannya yang tidak koheren.",1,0,0,1
"Mengejutkan karena di trailer awalnya, Seri Anti-Phyllis Schlafly FX Mrs. America menjual dirinya sebagai perayaan feminisme gelombang kedua saat ia mengobarkan perang yang benar melawan kekuatan gelap “patriarki.”",0,0,1,1
"Dan para miliarder oligarki telah menunggu saat ini, dengan mendanai penindasan pemilih secara besar-besaran, media sayap kanan, politisi yang memberi tahu kita bahwa keadaan naik berarti turun, dan upaya untuk mempertahankan rekan mereka, miliarder Donald Trump, tetap menjabat.",1,0,0,1
Nancy Pelosi Mengusulkan RUU Virus Corona 1.400 Halaman yang Diisi dengan Daging Babi,0,0,1,1
"Trump juga selama bertahun-tahun menjabat di Gedung Putih sering memuji penggunaan kekerasan. Dia mengatakan kepada petugas polisi pada tahun 2017 bahwa mereka tidak perlu khawatir mengenai kepala tersangka saat mereka dimasukkan ke dalam mobil patroli. Dan dalam konferensi telepon dengan para gubernur pada hari Senin, dia mencaci-maki mereka karena tidak “mendominasi” jalan-jalan di kota mereka.",1,0,0,1
"Analisis yang dilakukan oleh Fox News menunjukkan setidaknya delapan kandidat potensial dari Partai Demokrat telah menyuarakan dukungan atau memuji aspek-aspek proposal tersebut, yang merupakan perombakan drastis terhadap perekonomian AS dan sistem tunjangan pemerintah.",0,0,1,1
Kekuasaan adalah hal yang diinginkan oleh kelompok sayap kanan rasis.,1,0,0,1
"Hakim Sonia Sotomayor, dalam perbedaan pendapatnya, menuduh mayoritas orang mempersenjatai Amandemen Pertama – sebuah posisi yang tidak masuk akal bagi seseorang yang ditugasi untuk “dengan setia dan tidak memihak” melaksanakan tugas untuk melindungi hak-hak yang melekat pada semua orang Amerika. Para pembangkang telah memutarbalikkan niat para Pendiri. Bukan urusan Sotomayor bagaimana kita menggunakan kebebasan berekspresi. Itu urusannya untuk melindunginya.",0,0,1,1
"Pada Forum Ekonomi Dunia di Pegunungan Alpen Swiss, Trump berpendapat bahwa rezim pemotongan pajak, pembatalan peraturan, dan kebijakan perdagangan proteksionis telah menguntungkan kelas pekerja.",1,0,0,1
